# /data/disk01/huangk4/Code/MD-tools/x-form/localP.py -f /data/disk02/huangk4/Slipids/constArea/DOPC-tat2/umb1/a74/run1_4.xtc -n tat2.ndx -o tat2-a74-4.dat -ng 4 -cut 0.9
#    Frame   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num
         1     6.326     6.242    2     3.327    3     4.166     4.245    2     7.247    3
         2     6.232     6.104    2     3.273    3     4.176     4.237    2     7.252    3
         3     6.249     5.959    1     3.253    3     4.136     4.203    2     7.251    3
         4     6.249     5.897    1     3.247    3     4.114     4.182    2     7.213    4
         5     6.224     5.882    1     3.255    4     4.158     4.238    2     7.277    3
         6     6.267     5.952    1     3.280    4     4.075     4.172    2     7.195    3
         7     6.197     6.097    2     3.228    5     4.071     4.166    2     7.144    4
         8     6.252     6.140    2     3.312    5     4.131     4.233    2     7.267    3
         9     6.235     6.129    2     3.129    4     4.098     4.208    2     7.223    3
        10     6.267     6.154    2     3.165    4     4.104     4.205    2     7.325    3
        11     6.264     6.157    2     3.270    4     4.167     4.271    2     7.279    3
        12     6.298     6.122    2     3.173    4     4.167     4.234    2     7.254    3
        13     6.264     5.973    1     3.168    4     4.171     4.253    2     7.268    3
        14     6.250     5.953    1     3.142    3     4.156     4.243    2     7.186    3
        15     6.259     5.959    1     3.187    3     4.140     4.284    2     7.383    2
        16     6.284     5.969    1     3.251    4     4.151     4.278    2     7.354    3
        17     6.276     5.946    1     3.213    4     4.137     4.270    2     7.226    3
        18     6.229     5.925    1     3.140    4     4.153     4.288    2     7.280    3
        19     6.259     5.953    1     3.158    4     4.128     4.217    2     7.432    2
        20     6.239     5.992    1     3.208    4     4.195     4.326    2     7.418    2
        21     6.365     6.170    1     3.282    3     4.209     4.291    2     7.461    2
        22     6.261     6.028    1     3.189    4     4.111     4.179    2     7.369    4
        23     6.296     6.026    1     3.194    4     4.159     4.275    2     7.498    2
        24     6.287     6.188    2     3.208    4     4.097     4.238    2     7.456    2
        25     6.260     6.127    2     3.266    3     4.104     4.258    2     7.524    2
        26     6.257     6.017    1     3.220    3     4.075     4.208    2     7.718    1
        27     6.285     6.174    2     3.218    3     4.098     4.225    2     7.728    1
        28     6.300     6.097    1     3.180    3     4.117     4.284    1     7.489    2
        29     6.330     6.115    1     3.255    3     4.128     4.282    2     7.441    2
        30     6.324     6.089    1     3.294    2     4.129     4.343    1     7.456    2
        31     6.265     5.989    1     3.191    3     4.150     4.333    2     7.605    3
        32     6.260     6.058    1     3.300    3     4.131     4.333    2     7.575    3
        33     6.211     5.978    1     3.274    3     4.097     4.299    2     7.572    2
        34     6.203     5.976    1     3.321    2     4.160     4.339    2     7.537    2
        35     6.291     6.182    1     3.240    3     4.149     4.313    2     7.651    2
        36     6.282     6.058    1     3.354    2     4.200     4.365    2     7.717    2
        37     6.242     5.983    1     3.253    2     4.146     4.290    2     7.661    2
        38     6.256     6.011    1     3.347    3     4.150     4.300    2     7.472    2
        39     6.262     6.191    2     3.302    2     4.172     4.307    2     7.599    3
        40     6.292     6.008    1     3.295    2     4.154     4.264    2     7.563    3
        41     6.329     6.087    1     3.341    3     4.150     4.350    2     7.708    2
        42     6.260     6.164    2     3.198    1     4.177     4.348    2     7.677    3
        43     6.268     6.018    1     3.239    2     4.166     4.294    2     7.816    2
        44     6.284     6.078    1     3.264    1     4.168     4.288    2     7.713    3
        45     6.266     6.053    1     3.417    2     4.152     4.260    2     7.759    3
        46     6.267     6.085    1     3.445    1     4.141     4.281    2     7.711    3
        47     6.297     6.121    1     3.460    2     4.216     4.368    2     7.771    2
        48     6.307     6.086    1     3.418    2     4.175     4.356    2     7.615    2
        49     6.293     6.084    1     3.583    1     4.154     4.293    2     7.714    2
        50     6.208     5.946    1     3.459    1     4.130     4.340    2     7.562    2
        51     6.234     6.001    1     3.359    2     4.127     4.278    2     7.549    2
        52     6.254     5.977    1     3.413    2     4.177     4.311    2     7.577    2
        53     6.245     6.024    1     3.327    4     4.119     4.278    2     7.536    2
        54     6.241     5.958    1     3.231    2     4.137     4.280    2     7.502    2
        55     6.240     5.988    1     3.192    2     4.125     4.261    2     7.545    2
        56     6.279     5.899    1     3.289    2     4.185     4.326    2     7.610    2
        57     6.257     5.949    1     3.255    2     4.174     4.340    2     7.541    2
        58     6.262     5.956    1     3.203    2     4.146     4.262    2     7.490    2
        59     6.297     5.934    1     3.278    2     4.159     4.273    2     7.346    2
        60     6.198     5.915    1     3.310    2     4.154     4.265    2     7.349    2
        61     6.237     5.960    1     3.252    2     4.112     4.235    2     7.383    2
        62     6.257     6.043    1     3.301    2     4.133     4.285    2     7.302    3
        63     6.231     5.958    1     3.297    2     4.192     4.308    2     7.468    1
        64     6.269     6.046    1     3.305    2     4.182     4.332    2     7.530    2
        65     6.212     5.928    1     3.148    2     4.148     4.325    2     7.526    2
        66     6.213     5.962    1     3.120    2     4.100     4.240    2     7.375    1
        67     6.276     6.017    1     3.158    2     4.146     4.303    2     7.395    2
        68     6.270     6.028    1     3.138    2     4.121     4.284    2     7.480    3
        69     6.270     6.084    1     3.080    1     4.167     4.331    2     7.443    3
        70     6.218     5.931    1     3.020    2     4.178     4.325    2     7.468    3
        71     6.266     6.039    1     3.101    2     4.198     4.394    2     7.474    2
        72     6.235     6.009    1     3.008    2     4.142     4.294    2     7.334    2
        73     6.209     5.959    1     3.010    2     4.129     4.306    2     7.409    3
        74     6.250     5.944    1     2.925    2     4.116     4.313    2     7.311    2
        75     6.222     5.990    1     2.991    2     4.135     4.284    2     7.341    2
        76     6.268     6.035    1     3.071    2     4.166     4.290    2     7.356    2
        77     6.288     6.079    1     2.978    2     4.136     4.288    2     7.254    2
        78     6.286     6.062    1     3.036    2     4.085     4.245    2     7.187    2
        79     6.273     6.103    1     3.157    2     4.119     4.249    2     7.201    2
        80     6.309     6.174    1     0.000    0     4.151     4.245    2     7.253    1
        81     6.257     6.067    1     2.873    1     4.133     4.279    2     7.273    1
        82     6.248     6.146    1     2.843    1     4.122     4.217    2     7.269    1
        83     6.308     6.187    1     2.834    2     4.179     4.286    2     7.125    2
        84     6.318     6.174    1     2.885    2     4.121     4.241    2     7.105    1
        85     6.272     6.126    1     2.867    2     4.104     4.237    2     7.103    2
        86     6.287     6.129    1     2.937    2     4.112     4.237    2     7.151    2
        87     6.271     6.176    1     2.792    2     4.154     4.254    2     7.159    3
        88     6.275     6.144    1     2.936    2     4.155     4.245    2     7.206    2
        89     6.234     6.141    1     2.997    2     4.149     4.218    2     7.110    3
        90     6.308     6.206    1     3.016    2     4.186     4.307    2     7.379    4
        91     6.269     6.205    1     3.096    2     4.140     4.255    2     7.154    3
        92     6.307     6.282    1     3.210    3     4.143     4.312    2     7.224    4
        93     6.282     6.188    1     3.058    3     4.153     4.325    2     7.169    3
        94     6.291     6.183    1     3.131    2     4.124     4.295    2     7.224    3
        95     6.291     6.264    1     3.111    2     4.178     4.350    2     7.133    4
        96     6.249     6.114    1     3.106    2     4.168     4.347    2     7.309    3
        97     6.216     6.120    1     3.052    2     4.152     4.277    2     7.231    3
        98     6.269     6.106    1     3.084    2     4.146     4.325    2     7.372    1
        99     6.244     6.116    1     3.102    2     4.157     4.290    2     7.150    3
       100     6.323     6.218    1     3.385    3     4.152     4.275    3     7.147    3
       101     6.244     6.078    1     3.189    2     4.122     4.257    2     7.224    3
       102     6.275     6.066    1     3.242    2     4.156     4.333    2     7.262    2
       103     6.254     6.090    1     3.217    2     4.140     4.284    2     7.290    2
       104     6.235     6.095    1     3.174    1     4.134     4.298    2     7.318    2
       105     6.263     6.069    1     3.234    4     4.163     4.339    2     7.366    2
       106     6.268     6.031    1     3.230    3     4.123     4.283    2     7.269    2
       107     6.297     6.102    1     3.253    3     4.152     4.315    2     7.178    3
       108     6.287     6.111    1     3.252    2     4.137     4.323    2     7.418    2
       109     6.322     6.101    1     3.218    2     4.163     4.309    2     7.263    3
       110     6.364     6.113    1     3.058    1     4.136     4.285    2     7.299    3
       111     6.307     6.085    1     3.141    2     4.193     4.347    2     7.257    3
       112     6.288     6.086    1     3.140    3     4.173     4.346    2     7.283    3
       113     6.230     6.028    1     3.115    3     4.133     4.276    2     7.467    2
       114     6.272     6.078    1     3.057    2     4.137     4.307    2     7.345    3
       115     6.307     6.083    1     3.213    3     4.157     4.270    2     7.327    3
       116     6.288     6.122    1     3.114    3     4.141     4.281    2     7.250    3
       117     6.305     6.124    1     3.110    3     4.175     4.332    2     7.215    3
       118     6.263     6.127    1     3.414    2     4.150     4.312    3     7.322    2
       119     6.244     5.973    1     3.168    1     4.146     4.261    3     7.204    3
       120     6.282     6.029    1     3.226    1     4.176     4.322    2     7.240    3
       121     6.235     5.996    1     3.160    1     4.169     4.323    2     7.134    3
       122     6.240     6.020    1     3.179    1     4.197     4.363    2     7.350    2
       123     6.305     6.070    1     3.327    1     4.199     4.338    2     7.293    3
       124     6.302     6.048    1     3.262    4     4.216     4.369    2     7.258    2
       125     6.307     6.041    1     3.173    3     4.216     4.390    2     7.367    2
       126     6.316     5.991    1     3.262    3     4.164     4.320    2     7.321    2
       127     6.308     5.975    1     3.153    4     4.150     4.305    2     7.449    2
       128     6.287     6.035    1     3.233    3     4.156     4.342    2     7.348    2
       129     6.230     5.931    1     3.233    2     4.137     4.334    2     7.364    2
       130     6.265     5.934    1     3.235    2     4.139     4.282    2     7.323    2
