# /data/disk01/huangk4/Code/MD-tools/x-form/localP.py -f /data/disk02/huangk4/Slipids/constArea/DOPC-tat2/umb1/a70/run1_4.xtc -n tat2.ndx -o tat2-a70-4.dat -ng 4 -cut 0.9
#    Frame   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num
         1     6.516     6.518    2     3.037    4     4.419     4.648    3     7.821    4
         2     6.543     6.529    2     3.051    4     4.441     4.678    3     7.815    4
         3     6.539     6.515    2     3.021    4     4.448     4.695    3     7.954    4
         4     6.542     6.557    2     3.096    4     4.454     4.682    3     7.825    3
         5     6.536     6.504    2     3.008    4     4.505     4.773    3     7.856    4
         6     6.596     6.603    2     2.985    4     4.519     4.792    3     7.910    2
         7     6.526     6.547    2     2.950    4     4.489     4.770    3     7.813    3
         8     6.543     6.561    2     2.935    4     4.464     4.716    3     7.765    3
         9     6.537     6.573    2     2.953    4     4.473     4.709    3     7.827    4
        10     6.533     6.493    2     3.002    3     4.445     4.688    3     7.833    3
        11     6.575     6.600    2     2.980    3     4.455     4.648    4     7.890    4
        12     6.531     6.463    2     2.956    3     4.425     4.568    4     7.929    3
        13     6.474     6.652    1     2.990    4     4.463     4.652    4     7.745    2
        14     6.499     6.506    2     3.002    4     4.477     4.673    4     7.954    3
        15     6.483     6.479    2     2.907    3     4.470     4.669    4     7.857    3
        16     6.559     6.699    1     3.028    4     4.502     4.722    4     7.853    3
        17     6.498     6.532    2     3.142    4     4.435     4.709    3     7.869    2
        18     6.505     6.495    2     3.158    3     4.403     4.602    4     7.965    2
        19     6.497     6.508    2     3.062    3     4.401     4.614    4     7.927    3
        20     6.564     6.557    2     3.018    3     4.467     4.662    4     7.926    3
        21     6.599     6.590    2     3.031    3     4.426     4.629    4     7.927    2
        22     6.520     6.541    2     2.986    3     4.421     4.633    3     7.838    3
        23     6.540     6.578    2     3.032    4     4.472     4.664    4     7.810    3
        24     6.573     6.567    2     2.972    3     4.482     4.797    3     7.752    4
        25     6.535     6.534    2     3.067    2     4.410     4.696    3     7.720    4
        26     6.549     6.562    2     2.960    2     4.448     4.671    4     7.688    4
        27     6.561     6.584    2     3.124    3     4.418     4.726    3     7.671    3
        28     6.517     6.521    2     3.145    3     4.419     4.707    3     7.655    3
        29     6.512     6.560    2     3.139    3     4.395     4.697    3     7.579    3
        30     6.601     6.630    2     3.043    3     4.436     4.639    4     7.627    3
        31     6.554     6.595    2     2.986    4     4.406     4.698    3     7.723    2
        32     6.545     6.565    2     3.000    3     4.429     4.643    4     7.648    3
        33     6.481     6.502    2     2.917    2     4.399     4.614    4     7.630    2
        34     6.552     6.558    2     2.898    2     4.441     4.721    3     7.697    2
        35     6.554     6.579    2     2.959    3     4.487     4.730    3     7.744    2
        36     6.512     6.487    2     2.967    3     4.455     4.603    4     7.773    2
        37     6.600     6.584    2     3.030    3     4.444     4.756    3     7.728    3
        38     6.563     6.565    2     2.983    3     4.457     4.662    4     7.682    3
        39     6.585     6.614    2     2.999    3     4.505     4.708    4     7.720    3
        40     6.563     6.565    2     3.019    3     4.442     4.634    4     7.710    3
        41     6.566     6.560    2     2.974    3     4.471     4.708    4     7.745    3
        42     6.599     6.587    2     2.895    2     4.478     4.690    4     7.827    3
        43     6.580     6.567    2     2.966    2     4.450     4.629    4     7.756    3
        44     6.556     6.542    2     3.035    3     4.453     4.657    4     7.738    3
        45     6.515     6.492    2     3.002    3     4.438     4.633    4     7.785    3
        46     6.512     6.539    2     2.964    3     4.491     4.690    4     7.816    3
        47     6.509     6.533    2     3.016    2     4.448     4.625    4     7.819    3
        48     6.582     6.581    2     3.113    4     4.478     4.665    4     7.825    3
        49     6.508     6.521    2     3.103    4     4.458     4.632    4     7.813    3
        50     6.475     6.447    2     2.962    3     4.510     4.704    4     7.893    3
        51     6.569     6.562    2     2.891    4     4.485     4.748    3     7.927    3
        52     6.521     6.532    2     2.944    3     4.457     4.764    3     7.931    3
        53     6.518     6.511    2     2.928    4     4.447     4.760    3     7.929    3
        54     6.511     6.499    2     2.949    3     4.449     4.662    4     7.920    3
        55     6.524     6.506    2     3.003    4     4.477     4.798    3     7.906    3
        56     6.457     6.406    2     3.036    5     4.421     4.636    4     7.917    3
        57     6.510     6.507    2     3.040    4     4.464     4.627    4     7.903    3
        58     6.516     6.521    2     2.962    3     4.460     4.640    4     7.822    3
        59     6.510     6.478    2     2.886    3     4.459     4.614    4     7.966    3
        60     6.497     6.460    2     2.948    2     4.450     4.636    4     7.799    5
        61     6.491     6.472    2     3.126    4     4.453     4.637    4     7.833    3
        62     6.505     6.499    2     3.138    5     4.452     4.620    4     7.859    3
        63     6.506     6.514    2     3.039    4     4.432     4.598    4     7.714    4
        64     6.517     6.598    1     3.108    4     4.449     4.621    4     7.762    4
        65     6.585     6.547    2     3.238    3     4.456     4.582    4     7.766    3
        66     6.569     6.527    2     3.063    5     4.492     4.625    4     7.732    3
        67     6.537     6.482    2     3.037    4     4.398     4.537    4     7.658    3
        68     6.531     6.449    2     3.019    4     4.443     4.612    4     7.690    3
        69     6.566     6.509    2     3.084    5     4.446     4.606    4     7.770    3
        70     6.524     6.452    2     2.990    3     4.501     4.634    4     7.855    3
        71     6.503     6.429    2     3.105    4     4.486     4.598    4     7.864    4
        72     6.507     6.465    2     3.049    5     4.400     4.532    4     7.801    4
        73     6.536     6.484    2     3.029    5     4.463     4.587    4     7.900    3
        74     6.518     6.392    2     2.974    5     4.409     4.557    4     7.821    4
        75     6.542     6.455    2     3.048    4     4.450     4.579    4     7.704    4
        76     6.560     6.473    2     2.997    2     4.421     4.577    4     7.827    4
        77     6.563     6.512    2     3.004    3     4.425     4.584    4     7.646    4
        78     6.546     6.459    2     3.090    3     4.456     4.601    4     7.801    5
        79     6.554     6.484    2     3.108    3     4.428     4.559    4     7.771    4
        80     6.588     6.531    2     2.957    3     4.451     4.566    4     7.850    5
        81     6.537     6.468    2     3.003    3     4.409     4.584    4     7.823    4
        82     6.603     6.580    2     2.907    2     4.444     4.582    4     7.810    5
        83     6.549     6.469    2     2.998    2     4.377     4.549    4     7.811    3
        84     6.545     6.423    2     2.952    3     4.443     4.589    4     8.012    2
        85     6.573     6.487    2     2.959    2     4.435     4.567    4     7.873    3
        86     6.577     6.498    2     3.061    3     4.403     4.556    4     8.089    2
        87     6.561     6.490    2     2.924    2     4.406     4.530    4     7.959    3
        88     6.572     6.503    2     3.111    2     4.408     4.539    4     7.822    4
        89     6.619     6.504    2     2.983    2     4.439     4.567    4     8.177    2
        90     6.548     6.448    2     3.002    2     4.419     4.528    4     7.910    4
        91     6.537     6.412    2     3.039    2     4.476     4.583    4     8.088    3
        92     6.580     6.642    1     2.911    2     4.431     4.565    4     8.014    3
        93     6.523     6.525    1     3.035    2     4.397     4.525    4     7.805    4
        94     6.536     6.432    2     3.030    2     4.454     4.575    4     7.803    4
        95     6.539     6.420    2     3.129    3     4.456     4.590    4     7.966    3
        96     6.566     6.576    1     3.003    2     4.434     4.616    4     7.825    4
        97     6.514     6.421    2     2.953    2     4.480     4.626    4     7.906    3
        98     6.526     6.456    2     3.086    2     4.482     4.643    4     8.109    2
        99     6.556     6.620    1     3.007    1     4.483     4.615    4     8.214    2
       100     6.533     6.472    2     3.039    3     4.500     4.694    4     8.201    2
       101     6.505     6.389    2     3.014    3     4.477     4.674    4     8.117    3
       102     6.511     6.455    2     3.018    1     4.459     4.666    4     8.049    3
