# /data/disk01/huangk4/Code/MD-tools/x-form/localP.py -f /data/disk02/huangk4/Slipids/constArea/DOPC-tat4/umb1/a74/run1_5.xtc -n tat4.ndx -o tat4-a74-5.dat -ng 6 -cut 0.9
#    Frame   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num
         1     6.054     5.653    4     3.925    4     6.135     5.999    5     2.521    2     4.465     4.774    4     7.634    3     4.463     4.412    5     6.466    6
         2     6.076     5.561    3     3.984    4     6.141     6.017    5     2.641    3     4.440     4.736    4     7.645    3     4.483     4.405    5     6.665    6
         3     6.034     5.667    4     3.972    4     6.121     6.012    5     2.618    2     4.424     4.722    4     7.683    3     4.462     4.379    5     6.260    3
         4     6.048     5.679    4     3.859    3     6.103     5.973    5     2.594    2     4.425     4.735    4     7.723    3     4.460     4.383    5     6.342    5
         5     6.108     5.719    4     3.991    4     6.117     5.939    4     2.660    3     4.475     4.783    4     7.682    3     4.530     4.423    5     6.248    4
         6     6.076     5.696    4     3.927    4     6.093     5.981    5     2.607    3     4.462     4.786    4     7.723    3     4.543     4.436    5     6.453    5
         7     5.989     5.629    4     3.951    4     6.101     5.957    4     2.683    3     4.415     4.719    4     7.673    3     4.507     4.412    5     6.184    4
         8     6.003     5.586    4     3.910    4     6.083     6.011    5     2.683    3     4.414     4.720    4     7.723    3     4.505     4.427    5     6.210    4
         9     6.065     5.625    4     3.881    4     6.131     6.051    5     2.651    3     4.445     4.758    4     7.690    3     4.510     4.276    4     6.207    4
        10     6.035     5.582    4     3.885    4     6.128     6.051    5     2.710    3     4.400     4.700    4     7.639    3     4.507     4.280    4     6.222    4
        11     6.041     5.613    4     3.910    4     6.145     6.085    5     2.686    3     4.431     4.742    4     7.592    3     4.477     4.398    5     6.212    4
        12     6.043     5.604    4     3.922    4     6.136     6.084    5     2.700    3     4.403     4.689    5     7.580    3     4.508     4.401    5     6.232    4
        13     6.090     5.666    4     3.946    4     6.153     6.065    5     2.679    3     4.474     4.787    4     8.124    2     4.523     4.270    4     6.269    4
        14     6.039     5.619    4     3.885    4     6.096     6.010    5     2.714    3     4.411     4.717    4     7.938    2     4.472     4.358    5     6.277    4
        15     6.054     5.673    4     4.081    3     6.104     6.008    5     2.625    3     4.489     4.772    4     7.458    2     4.524     4.262    4     6.265    4
        16     6.032     5.652    4     3.891    4     6.148     6.048    5     2.719    3     4.442     4.723    4     7.404    2     4.462     4.158    3     6.250    3
        17     6.082     5.677    4     4.050    3     6.152     6.055    5     2.699    3     4.448     4.747    4     7.415    2     4.462     4.407    4     6.480    4
        18     6.081     5.717    4     4.076    3     6.134     6.035    5     2.651    3     4.465     4.737    5     7.434    2     4.474     4.224    4     6.367    5
        19     6.058     5.708    4     4.022    5     6.114     5.999    5     2.680    3     4.410     4.741    4     7.790    2     4.504     4.067    5     6.230    4
        20     6.052     5.721    4     3.997    4     6.121     6.032    5     2.730    3     4.433     4.705    5     7.813    2     4.486     4.197    4     6.331    3
        21     6.066     5.736    4     3.866    5     6.139     6.011    5     2.624    3     4.429     4.743    4     7.774    2     4.497     4.202    3     6.295    3
        22     6.096     5.741    4     4.053    4     6.165     6.030    5     2.637    3     4.462     4.776    4     7.902    2     4.524     4.099    5     6.247    4
        23     6.065     5.700    4     4.036    4     6.131     6.020    5     2.518    3     4.387     4.693    4     7.821    2     4.515     4.118    5     6.227    4
        24     6.071     5.745    4     4.086    4     6.130     6.072    5     2.576    3     4.388     4.673    4     7.811    2     4.508     4.266    6     6.205    4
        25     6.056     5.708    4     4.106    5     6.097     6.026    5     2.475    2     4.406     4.684    5     7.859    2     4.467     4.051    4     6.200    4
        26     6.084     5.701    4     4.034    5     6.111     6.020    5     2.520    2     4.486     4.786    4     7.803    2     4.490     4.169    5     6.284    4
        27     6.067     5.742    4     4.085    5     6.110     6.029    5     2.535    3     4.424     4.737    4     7.615    2     4.479     4.301    3     6.299    3
        28     6.125     5.774    4     4.122    4     6.118     6.041    5     2.489    3     4.481     4.769    5     7.594    2     4.479     4.309    3     6.394    3
        29     6.085     5.752    4     3.902    5     6.150     6.072    5     2.508    3     4.484     4.958    5     7.663    1     4.460     4.232    3     6.327    3
        30     6.062     5.693    4     3.982    4     6.068     6.001    6     2.446    3     4.455     4.919    6     7.744    2     4.424     4.386    4     6.250    3
        31     6.080     5.720    4     3.849    5     6.035     5.959    5     2.434    3     4.489     4.937    6     7.582    2     4.486     4.267    3     6.405    3
        32     6.059     5.704    4     4.018    4     6.150     6.071    5     2.531    3     4.429     4.901    6     7.965    2     4.465     4.415    4     6.245    4
        33     6.025     5.667    4     3.978    4     6.119     6.036    5     2.541    3     4.407     4.849    6     7.620    3     4.472     4.410    4     6.176    3
        34     6.133     5.722    4     4.049    4     6.179     6.044    4     2.509    3     4.475     4.932    6     8.182    1     4.512     4.490    4     6.230    3
        35     6.073     5.674    4     3.983    4     6.115     6.064    5     2.501    2     4.449     4.887    6     8.096    1     4.500     4.407    5     6.185    3
        36     6.104     5.937    3     3.771    5     6.152     6.100    5     2.462    3     4.456     4.895    6     7.680    2     4.499     4.452    4     6.417    4
        37     6.140     5.736    4     3.826    5     6.169     6.088    5     2.618    3     4.521     5.004    5     7.824    2     4.500     4.253    4     6.426    4
        38     6.056     5.634    4     3.902    4     6.101     6.015    5     2.520    2     4.432     4.925    5     7.827    2     4.450     4.279    3     6.370    4
        39     6.089     5.649    4     3.688    5     6.126     5.962    4     2.694    3     4.418     4.927    5     7.777    2     4.441     4.435    4     6.378    4
        40     6.144     5.672    4     3.737    5     6.117     6.008    5     2.723    3     4.420     4.911    5     7.842    2     4.481     4.564    3     6.449    4
        41     6.151     5.739    4     3.736    5     6.073     5.977    5     2.717    3     4.404     4.890    5     7.776    2     4.513     4.498    4     6.451    4
        42     6.151     5.687    4     3.919    4     6.113     6.068    5     2.739    3     4.447     4.936    5     7.729    2     4.513     4.583    3     6.526    4
        43     6.109     5.651    4     3.968    4     6.120     6.079    4     2.753    3     4.441     4.915    5     7.679    2     4.475     4.392    5     6.180    3
        44     6.107     5.692    4     3.956    4     6.125     6.073    5     2.668    3     4.423     4.907    5     7.692    2     4.487     4.369    5     6.109    3
        45     6.141     5.677    4     3.920    4     6.071     6.015    4     2.567    1     4.428     4.905    5     7.782    2     4.449     4.409    4     6.240    3
        46     6.141     5.713    4     3.954    4     6.130     6.086    4     2.575    1     4.442     4.974    5     7.723    2     4.487     4.400    5     6.383    4
        47     6.138     5.688    4     3.912    4     6.064     6.004    5     2.606    2     4.468     4.939    5     7.820    2     4.493     4.460    4     6.427    4
        48     6.127     5.706    4     3.944    4     6.102     6.059    4     2.501    1     4.463     4.947    5     7.806    2     4.506     4.542    3     6.415    4
        49     6.127     5.736    4     3.905    4     6.116     6.087    4     2.595    1     4.430     5.072    4     7.641    1     4.445     4.518    3     6.108    3
        50     6.121     5.703    4     3.900    4     6.188     6.149    5     2.586    1     4.415     4.888    5     7.551    1     4.416     4.376    4     6.063    3
        51     6.105     5.722    4     3.938    4     6.090     6.057    5     2.543    1     4.390     4.858    5     7.640    2     4.504     4.456    2     6.144    3
        52     6.116     5.696    4     3.897    4     6.183     6.162    5     2.621    1     4.435     4.983    5     7.573    3     4.470     4.345    2     6.407    4
