# /data/disk01/huangk4/Code/MD-tools/x-form/localP.py -f /data/disk02/huangk4/Slipids/constArea/DOPC-tat2/umb1/a70/run1_2.xtc -n tat2.ndx -o tat2-a70-2.dat -ng 4 -cut 0.9
#    Frame   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num
         1     6.919     6.736    4     3.436    2     4.005     4.141    4     7.568    5
         2     6.937     6.750    4     3.261    1     4.092     4.291    4     7.746    4
         3     6.935     6.762    4     3.406    2     4.055     4.254    4     7.611    5
         4     6.954     6.761    4     3.398    2     4.044     4.199    4     7.764    4
         5     6.953     6.748    4     3.420    2     4.010     4.177    4     7.781    4
         6     6.914     6.703    4     3.371    1     4.059     4.227    4     7.662    5
         7     6.952     6.746    4     3.445    2     4.011     4.155    4     7.579    5
         8     6.983     6.756    4     3.347    2     4.048     4.204    4     7.747    4
         9     6.994     6.791    4     3.379    3     4.084     4.222    4     7.705    4
        10     6.884     6.670    4     3.423    3     4.045     4.194    4     7.709    4
        11     6.904     6.676    4     3.277    3     4.052     4.219    4     7.765    4
        12     6.932     6.681    4     3.482    2     4.053     4.221    4     7.674    4
        13     6.915     6.680    4     3.358    3     4.067     4.213    4     7.611    4
        14     6.933     6.718    4     3.163    1     4.090     4.236    4     7.531    4
        15     6.885     6.700    4     3.232    2     4.049     4.150    3     7.461    5
        16     6.929     6.756    4     3.326    2     4.107     4.234    3     7.605    4
        17     6.903     6.682    4     3.425    2     4.049     4.159    3     7.550    4
        18     6.898     6.687    4     3.240    1     4.056     4.192    3     7.485    3
        19     6.926     6.762    4     3.268    1     4.086     4.242    4     7.575    4
        20     6.888     6.678    4     3.421    2     4.085     4.136    3     7.498    4
        21     6.878     6.690    4     3.350    2     4.053     4.204    4     7.487    4
        22     6.919     6.721    4     3.322    3     4.145     4.282    4     7.484    5
        23     6.925     6.698    4     3.434    2     4.109     4.269    4     7.579    5
        24     6.906     6.685    4     3.488    2     4.033     4.121    3     7.466    4
        25     6.894     6.704    4     3.562    2     4.062     4.123    3     7.399    4
        26     6.938     6.706    4     3.528    3     4.098     4.188    3     7.442    4
        27     6.927     6.710    4     3.568    2     4.074     4.245    4     7.442    5
        28     6.948     6.732    4     3.485    3     4.062     4.130    3     7.547    4
        29     6.951     6.723    4     3.502    3     4.089     4.244    4     7.555    5
        30     6.941     6.738    4     3.496    3     4.039     4.177    4     7.569    5
        31     6.954     6.757    4     3.633    2     4.040     4.230    4     7.563    5
        32     7.003     6.759    4     3.551    3     4.076     4.231    4     7.533    4
        33     6.943     6.708    4     3.560    2     4.072     4.236    4     7.654    5
        34     6.926     6.695    4     3.415    1     4.049     4.211    4     7.525    5
        35     6.922     6.711    4     3.628    2     4.089     4.257    4     7.653    5
        36     6.942     6.719    4     3.551    3     4.119     4.316    4     7.606    4
        37     6.918     6.698    4     3.683    2     4.044     4.246    4     7.585    4
        38     6.966     6.756    4     3.537    3     4.009     4.202    4     7.490    4
        39     6.982     6.792    4     3.773    2     4.056     4.291    4     7.479    4
        40     6.984     6.797    4     3.732    2     4.040     4.195    4     7.480    4
        41     6.944     6.729    4     3.689    2     4.044     4.171    4     7.492    4
        42     6.985     6.755    4     3.486    3     4.064     4.240    4     7.620    4
        43     6.961     6.746    4     3.498    3     4.046     4.208    4     7.525    4
        44     6.926     6.735    4     3.433    3     4.041     4.199    4     7.596    4
        45     6.954     6.750    4     3.597    2     4.127     4.283    4     7.679    4
        46     6.924     6.719    4     3.697    3     4.043     4.206    4     7.538    4
        47     6.928     6.748    4     3.436    3     4.060     4.231    4     7.626    4
        48     6.968     6.816    4     3.670    4     4.079     4.245    4     7.572    3
        49     6.914     6.733    4     3.429    2     4.028     4.165    4     7.352    5
        50     6.949     6.704    4     3.435    2     4.050     4.158    4     7.523    4
        51     6.950     6.734    4     3.796    1     4.078     4.196    4     7.453    5
        52     6.938     6.693    4     3.471    3     4.035     4.170    4     7.580    4
        53     6.924     6.698    4     3.851    1     4.010     4.112    4     7.587    4
        54     6.938     6.701    4     3.556    3     4.030     4.116    4     7.570    4
        55     6.903     6.671    4     3.581    3     4.004     4.096    4     7.447    4
