# /data/disk01/huangk4/Code/MD-tools/x-form/localP.py -f /data/disk02/huangk4/Slipids/constArea/DOPC-tat2/umb1/a74/run1_6.xtc -n tat2.ndx -o tat2-a74-6.dat -ng 4 -cut 0.9
#    Frame   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num
         1     5.715     5.612    2     2.940    4     4.621     4.712    3     7.585    2
         2     5.771     5.646    2     2.963    3     4.616     4.720    3     7.511    1
         3     5.790     5.953    3     3.001    4     4.648     4.774    3     7.455    1
         4     5.799     6.027    3     3.002    3     4.671     4.692    4     7.579    2
         5     5.700     5.956    3     2.891    3     4.587     4.704    3     7.384    1
         6     5.763     5.998    3     3.066    3     4.636     4.681    4     7.445    2
         7     5.827     5.747    2     3.098    3     4.666     4.719    4     7.658    2
         8     5.802     5.743    2     3.014    3     4.636     4.632    4     7.509    3
         9     5.771     5.706    2     2.867    3     4.615     4.626    4     7.532    3
        10     5.786     5.684    2     2.912    2     4.642     4.643    4     7.438    4
        11     5.766     5.991    4     2.961    2     4.613     4.605    4     7.344    4
        12     5.781     5.973    4     3.013    2     4.612     4.713    3     7.434    3
        13     5.770     5.967    4     2.901    1     4.604     4.607    4     7.262    4
        14     5.729     5.936    3     2.994    2     4.592     4.678    3     7.555    2
        15     5.821     5.995    4     3.000    1     4.622     4.610    4     7.395    3
        16     5.777     5.977    4     2.869    3     4.639     4.734    3     7.654    2
        17     5.777     5.990    3     2.905    2     4.622     4.897    2     7.599    2
        18     5.777     6.013    3     2.847    1     4.580     4.857    2     7.471    2
        19     5.733     5.969    3     2.747    3     4.596     4.888    2     7.477    2
        20     5.711     5.972    3     2.807    2     4.641     4.935    2     7.548    2
        21     5.764     6.015    3     2.928    3     4.611     4.589    4     7.426    1
        22     5.718     5.994    3     2.743    4     4.612     4.902    2     7.441    1
        23     5.757     6.032    3     2.552    2     4.584     4.668    3     7.458    2
        24     5.754     5.977    3     2.628    2     4.616     4.624    4     7.508    2
        25     5.722     5.689    2     2.653    2     4.616     4.599    4     7.444    2
        26     5.727     5.725    2     2.637    2     4.633     4.638    4     7.473    2
        27     5.741     5.770    2     2.726    2     4.622     4.633    4     7.484    2
        28     5.762     6.158    2     2.674    2     4.627     4.586    4     7.401    2
        29     5.735     5.954    3     2.688    2     4.596     4.580    4     7.330    2
        30     5.731     5.916    3     2.721    3     4.568     4.565    4     7.335    2
